OPE ID,School,State,Zip Code,School Type,SubsidizedDL_value,Subsidized_DL_Recipients,UNSubsidizedDL_value,UNSubsidized_DL_Recipients
2257400, ARNOLD'S BEAUTY SCHOOL , TN ,383582713,Proprietary,25250.00,6,21000.00, -   
2257700, HAYS ACADEMY OF HAIR DESIGN , KS ,676013685,Proprietary,91352.00,31,99381.00, -   
2257900, INTERNATIONAL ACADEMY , FL ,321193541,Proprietary,116640.00,49,198677.00, -   
2258400, AVEDA INSTITUTE BATON ROUGE , LA ,708162246,Proprietary,144843.00,55,202372.00, -   
2258600, AVALON SCHOOL OF COSMETOLOGY , CA ,945014569,Proprietary,156348.00,55,189265.00, -   
2260200, DIESEL DRIVING ACADEMY , LA ,711095209,Proprietary,81537.00,31,138101.00, -   
2260600, NATIONAL UNIVERSITY COLLEGE , PR ,9602036,Proprietary,2466713.00,416,1322207.00,42
2260800, HUERTAS COLLEGE , PR ,7260000,Proprietary,69393.00,13,59809.00, -   
2261200, HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY , IL ,601189333,Proprietary,85850.00,29,128517.00, -   
2261300, EVEREST INSTITUTE , TX ,782133841,Proprietary,1184430.00,442,1859055.00, -   
2262100, HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY , IL ,605439175,Proprietary,27500.00,13,47755.00, -   
2262500, FAUST INSTITUTE OF COSMETOLOGY , IA ,505882349,Proprietary,47736.00,7,22909.00, -   
2263100, ANTHEM COLLEGE , AZ ,850144973,Proprietary,3538602.00,"1,223",4325511.00, -   
2263700, MIAMI VALLEY CAREER TECHNOLOGY CENTER , OH ,453158975,Public,78992.00,44,84432.00, -   
2265500, CAPRI INSTITUTE OF HAIR DESIGN , NJ ,87247166,Proprietary,99891.00,25,141110.00, -   
2265900, WINDHAM COMMUNITY MEMORIAL HOSPITAL PROGRAM OF RADIOLOGIC TECHNOLOGY , CT ,62262041,Private-Nonprofit,23500.00,10,25250.00, -   
2266200, SCHOOL OF HEALTH , GA ,312106311,Private-Nonprofit,50731.00,36,82167.00, -   
2266400, CENTRAL CHRISTIAN COLLEGE OF THE BIBLE , MO ,652701997,Private-Nonprofit,264953.00,11,204235.00, -   
2266600, ST GEORGE'S HOSPITAL MEDICAL SCHOOL ,,SW17  0RE,Foreign-Public,1500.00, -   ,666.00, -   
2267100, EXPOSITO SCHOOL OF HAIR DESIGN , TX ,791093208,Proprietary,7862.00,1,1693.00, -   
2267500, GLENWOOD BEAUTY ACADEMY , CO ,816012577,Proprietary,31149.00,5,21376.00, -   
2267600, SOFIA UNIVERSITY , CA ,943034624,Private-Nonprofit,47267.00,1,68740.00,24
2269400, EASTERN HILLS ACADEMY OF HAIR DESIGN , OH ,452554216,Proprietary,13125.00,4,17500.00, -   
2269500, WESTERN HILLS SCHOOL OF BEAUTY & HAIR DESIGN , OH ,452115222,Proprietary,40727.00,22,66398.00, -   
2269700," COLORLAB ACADEMY OF HAIR, THE ", MD ,210143639,Proprietary,31723.00,13,49455.00, -   
2269900, PENNSYLVANIA COLLEGE OF ART & DESIGN , PA ,176033528,Private-Nonprofit,360389.00,6,323586.00, -   
2270100, OHIO HI-POINT CAREER CENTER , OH ,433119594,Public, $-   , -   , $-   , -   
2270400, SOUTHEASTERN BIBLE COLLEGE , AL ,352442083,Private-Nonprofit,270233.00,27,344710.00, -   
2270500, BUCKS COUNTY SCHOOL OF BEAUTY CULTURE , PA ,190537368,Proprietary,52000.00,14,57424.00, -   
2270600, LIFE PACIFIC COLLEGE , CA ,917733298,Private-Nonprofit,596292.00,35,572725.00,10
2270800, AMERITECH COLLEGE , UT ,846042412,Proprietary,1425976.00,388,2011043.00, -   
2271300, WISCONSIN SCHOOL OF PROFESSIONAL PSYCHOLOGY , WI ,532254960,Private-Nonprofit, $-   , -   , $-   ,1
2271700, UNIVERSITY OF CAMBRIDGE - CLARE HALL ,,CB3   9AL,Foreign-Public, $-   , -   , $-   , -   
2271900, UNIVERSITY OF OXFORD - BLACKFRIARS ,,OX1   3LY,Foreign-Public, $-   , -   , $-   , -   
2272200, UNIVERSITY OF CAMBRIDGE - MURRAY EDWARDS COLLEGE ,,CB3   0DF,Foreign-Public, $-   , -   , $-   , -   
2272400, EASTERN COLLEGE OF HEALTH VOCATIONS , AR ,722053535,Proprietary,411984.00,92,134946.00, -   
2272900, ROCKLAND COUNTY BOCES ADULT EDUCATION , NY ,109941025,Public,72428.00,1,76192.00, -   
2273400, RECONSTRUCTIONIST RABBINICAL COLLEGE , PA ,190951898,Private-Nonprofit, $-   , -   , $-   , -   
2273600, QUEEN'S UNIVERSITY OF BELFAST (THE) ,,BT7 1NN,Foreign-Public,9250.00, -   ,11000.00, -   
2273900, HERIOT-WATT UNIVERSITY ,,EH14 4AS,Foreign-Public,11318.00, -   ,14182.00,1
2274100, LA' JAMES INTERNATIONAL COLLEGE - DES MOINES , IA ,501318813,Proprietary,44199.00,13,75905.00, -   
2274300," CONWAY SCHOOL OF LANDSCAPE DESIGN, INCORPORATED ", MA ,13410179,Private-Nonprofit, $-   , -   , $-   , -   
2275000, JENNY LEA ACADEMY OF COSMETOLOGY , TN ,376014626,Proprietary,81571.00,25,91223.00, -   
2275100, CONCORDE CAREER INSTITUTE , FL ,330250000,Proprietary,421765.00,127,636219.00, -   
2275500, PAUL MITCHELL THE SCHOOL KNOXVILLE , TN ,379192117,Proprietary,127946.00,48,181632.00, -   
2275800, MR. LEON'S SCHOOL OF HAIR DESIGN , ID ,838433040,Proprietary,44709.00,19,49518.00, -   
2275900," MODERN WELDING SCHOOL, INC ", NY ,123042033,Proprietary,67825.00,17,82062.00, -   
2276000, FRANKLIN BEAUTY SCHOOL , TX ,770212909,Proprietary, $-   , -   , $-   , -   
2276600, HANOVER PUBLIC SCHOOL DISTRICT PRACTICAL NURSING PROGRAM , PA ,173311541,Public,54550.00,20,79063.00, -   
2276800, WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA , CA ,920274128,Private-Nonprofit, $-   , -   , $-   ,11
2276900, COMMUNITY COLLEGE OF AURORA CENTRETECH CAMPUS , CO ,800119036,Public,3162160.00,415,2750768.00,1
2277400, SOUTH COAST COLLEGE , CA ,928688124,Proprietary,307028.00,93,350791.00, -   
2277500, HOUSE OF HEAVILIN BEAUTY COLLEGE , MO ,640143953,Proprietary,57369.00,18,67163.00, -   
2277900, ROSS UNIVERSITY SCHOOL OF VETERINARY MEDICINE ,,,Foreign-For-Profit, $-   , -   , $-   ,82
2278100, SANTA FE COMMUNITY COLLEGE , NM ,875074887,Public,1133994.00,105,1191927.00, -   
2278700, MISTER WAYNE'S SCHOOL OF UNISEX HAIR DESIGN , TN ,385013139,Proprietary,14000.00,5,14000.00, -   
2278800, SOUTHWEST FLORIDA COLLEGE , FL ,339071157,Proprietary,1335100.00,462,1575558.00, -   
2279600, CORTIVA INSTITUTE - FLORIDA , FL ,337813634,Proprietary,76390.00,34,125503.00, -   
2280500, CHARLES OF ITALY BEAUTY COLLEGE , AZ ,864035770,Proprietary,45777.00,11,57531.00, -   
2280900, MID-ATLANTIC CHRISTIAN UNIVERSITY , NC ,279094054,Private-Nonprofit,294302.00,21,302605.00, -   
2282500, LENAPE TECHNICAL SCHOOL , PA ,162261608,Public,110621.00,48,158901.00, -   
2283800, BEAUTY SCHOOLS OF AMERICA , FL ,330123322,Proprietary,1528281.00,487,2345446.00, -   
2284200, NEW TYLER BARBER COLLEGE , AR ,721144973,Proprietary,11677.00,5,25426.00, -   
2284300, INTERACTIVE COLLEGE OF TECHNOLOGY , GA ,303412818,Proprietary,530350.00,112,152730.00, -   
2285000, PAUL MITCHELL THE SCHOOL HUNTSVILLE , AL ,357580000,Proprietary,106976.00,44,140926.00, -   
2285500, CREATIVE CIRCUS , GA ,303244144,Proprietary,166140.00,29,254744.00, -   
2285900, UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES , TX ,785040391,Proprietary,271542.00,75,79943.00, -   
2287100, LA BELLE BEAUTY SCHOOL , FL ,330123224,Proprietary,138876.00,18,77555.00, -   
2287800, NATIONAL TRACTOR TRAILER SCHOOL , NY ,130882505,Proprietary,256122.00,114,411978.00, -   
2287900, RAPHAEL'S SCHOOL OF BEAUTY CULTURE , OH ,444464613,Proprietary,118963.00,38,89425.00, -   
2288400, GWINNETT TECHNICAL COLLEGE , GA ,300435702,Public,2955947.00,593,3748410.00,2
2289000, AMERICAN HAIR ACADEMY , IA ,526274530,Proprietary,28191.00,8,35796.00, -   
2289200, COLUMBIA AREA CAREER CENTER , MO ,652037199,Public,59784.00,1,72692.00, -   
2289500, PACE INSTITUTE , PA ,196013542,Proprietary,53661.00,9,46250.00, -   
2289600, CONSOLIDATED SCHOOL OF BUSINESS , PA ,174041779,Proprietary,71971.00,30,117609.00, -   
2289700, JOLIE HEALTH AND BEAUTY ACADEMY , PA ,187025354,Proprietary,128052.00,64,190138.00, -   
2289800, KAPLAN CAREER INSTITUTE , PA ,191540000,Proprietary,480958.00,173,618582.00, -   
2290400, ALTOONA BEAUTY SCHOOL , PA ,166026039,Proprietary,44540.00,19,42888.00, -   
2291300, ART INSTITUTE OF SEATTLE (THE) , WA ,981211622,Proprietary,1983490.00,472,2600890.00, -   
2292700, LANSDALE SCHOOL OF COSMETOLOGY , PA ,194462003,Proprietary,17208.00,7,30422.00, -   
2293400, HEC SCHOOL OF MANAGEMENT ,,78351,Foreign-Public, $-   , -   , $-   ,4
2293900, VOLUNTEER BEAUTY ACADEMY NORTH , TN ,371152112,Proprietary,14987.00,5,14650.00, -   
2294000, VOLUNTEER BEAUTY ACADEMY , TN ,380243687,Proprietary,22710.00,9,30250.00, -   
2294800, CAPITOL CITY CAREERS , TX ,787351498,Proprietary,4000.00,2,4666.00, -   
2294900, INSTITUTE OF AUDIO RESEARCH , NY ,100034595,Proprietary,289778.00,90,421881.00, -   
2295000, EVEREST COLLEGE PHOENIX , AZ ,850211610,Proprietary,3016496.00,"1,286",4672881.00, -   
2295500, CANNELLA SCHOOL OF HAIR DESIGN , IL ,600205401,Proprietary,10500.00, -   , $-   , -   
2295700, NATIONAL ACADEMY OF BEAUTY ARTS , MO ,636401827,Proprietary,50032.00,17,51267.00, -   
2296000, PRINCE INSTITUTE - SOUTHEAST , AL ,361174231,Proprietary,192662.00,43,245210.00, -   
2296300, UNIVERSITY OF CAMBRIDGE - JESUS COLLEGE ,,CB5   8BL,Foreign-Public,1833.00, -   ,2333.00, -   
2297500, OEHRLEIN SCHOOL OF COSMETOLOGY , IL ,616112804,Proprietary,49836.00,13,62016.00, -   
2297700, AUTOMECA TECHNICAL COLLEGE , PR ,9610000,Proprietary,278676.00,3,16934.00, -   
2297800, HEADLINES ACADEMY , SD ,577012733,Proprietary,66387.00,17,77546.00, -   
2298000, DESIGN INSTITUTE OF SAN DIEGO , CA ,921212685,Proprietary,234817.00,41,273872.00, -   
2298200, HEADQUARTERS ACADEMY OF HAIR DESIGN , ND ,587013914,Proprietary,27629.00,10,31941.00, -   
2298500, EVEREST COLLEGE , UT ,841192668,Proprietary,655324.00,244,962548.00, -   
2299300, TRINITY EPISCOPAL SCHOOL FOR MINISTRY , PA ,150032397,Private-Nonprofit, $-   , -   , $-   ,6
2300100, EVEREST COLLEGE , WA ,983671835,Proprietary,1370600.00,501,2099934.00, -   
2301300, PRISM CAREER INSTITUTE , PA ,190822448,Proprietary,252293.00,73,326989.00, -   
2301400, OHIO VALLEY COLLEGE OF TECHNOLOGY , OH ,439209139,Proprietary,213718.00,47,220140.00, -   
2302700, J. EVERETT LIGHT CAREER CENTER , IN ,462402397,Public,51390.00,7,76374.00, -   
2304000, MISSOURI TECHNICAL SCHOOL , MO ,633033887,Proprietary,99700.00,22,180204.00, -   
2304300," PLATT COLLEGE, SAN DIEGO ", CA ,921153979,Proprietary,250422.00,64,307594.00, -   
2304400, YTI CAREER INSTITUTE - CAPITAL REGION , PA ,170554989,Proprietary,39275.00,14,32909.00, -   
2304700, TRI-RIVERS CAREER CENTER , OH ,433028913,Public,52549.00,8,73589.00, -   
2304800, PJ'S COLLEGE OF COSMETOLOGY , IN ,473743103,Proprietary,21750.00,7,35000.00, -   
2305300, PARKER UNIVERSITY , TX ,752295609,Private-Nonprofit,252346.00,101,364326.00,315
2305700, FORTIS COLLEGE , FL ,336191283,Proprietary, $-   , -   , $-   , -   
2305800, FLORIDA CAREER COLLEGE , FL ,331742521,Proprietary,6063942.00,"1,861",9348833.00, -   
2306200, VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL , PA ,163013501,Public,41689.00,38,56820.00, -   
2306300, KAPLAN COLLEGE , CA ,953689083,Proprietary,513319.00,179,617889.00, -   
2306700, FORT WORTH BEAUTY SCHOOL , TX ,761163299,Proprietary,83162.00,15,73131.00, -   
2306800, PLATT COLLEGE , OK ,741451111,Proprietary,627984.00,183,919410.00, -   
2306900, IOWA SCHOOL OF BEAUTY , IA ,525012312,Proprietary,68395.00,18,44709.00, -   
2308900, MASTERS OF COSMETOLOGY COLLEGE , IN ,468091305,Proprietary,49250.00,4,25750.00, -   
2309100, AMERICAN COLLEGE OF HAIR DESIGN , MO ,653012144,Proprietary,8708.00, -   ,6263.00, -   
2310500, DE MONTFORT UNIVERSITY ,,LE1 9BH,Foreign-Public, $-   , -   , $-   ,1
2310800, LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER , PA ,175840527,Public,359921.00,94,505332.00, -   
2311000, PAUL MITCHELL THE SCHOOL , OR ,972053724,Proprietary,71495.00,23,51055.00, -   
2311200, AMERICAN SCHOOL OF TECHNOLOGY , OH ,432296692,Proprietary,261661.00,96,430592.00, -   
2312000, BERGEN COUNTY TECHNICAL SCHOOLS , NJ ,76016195,Public,54987.00,17,31728.00, -   
2312200, TEXAS SCHOOL OF BUSINESS , TX ,770736032,Proprietary,512303.00,161,722877.00, -   
2312300, LA' JAMES INTERNATIONAL COLLEGE , IL ,612444040,Proprietary,18075.00,7,19334.00, -   
2313000, CASS CAREER CENTER , MO ,647012087,Public,35710.00, -   ,54065.00, -   
2313900, WESTWOOD COLLEGE - O'HARE AIRPORT , IL ,606312801,Proprietary,1006484.00,390,1463380.00, -   
2314000, SCHOOL OF HAIRSTYLING (THE) , ID ,832023110,Proprietary,25250.00,4,34000.00, -   
2314100, SCHILLER INTERNATIONAL UNIVERSITY , FL ,337713842,Proprietary,186683.00,58,252391.00,13
2314200, EMPIRE BEAUTY SCHOOL , NY ,105663805,Proprietary,30851.00,8,37894.00, -   
2315400, NORTHEAST TEXAS COMMUNITY COLLEGE , TX ,754560000,Public,1102656.00,169,1384325.00, -   
2315500, TOLEDO ACADEMY OF BEAUTY CULTURE - EAST , OH ,436163313,Proprietary,65480.00,15,75611.00, -   
2316600, CONNECTICUT CENTER FOR MASSAGE THERAPY , CT ,61113975,Proprietary,136824.00,105,236242.00, -   
2317200, MARANATHA BAPTIST UNIVERSITY , WI ,530947638,Private-Nonprofit,688883.00,52,414086.00,4
2317300, CONCEPT COLLEGE OF COSMETOLOGY , IL ,618328427,Proprietary,47459.00,10,36133.00, -   
2317800, AMERICAN INSTITUTE OF TRUCKING , AZ ,850434729,Proprietary,321666.00,193,535398.00, -   
2318200, KD STUDIO , TX ,752072111,Proprietary,169127.00,32,233536.00, -   
2319200, LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT , IL ,600454824,Private-Nonprofit, $-   ,1,5917.00,61
2319800, TONI&GUY HAIRDRESSING ACADEMY , ID ,838142822,Proprietary,188805.00,59,233505.00, -   
2320200, HOUSTON GRADUATE SCHOOL OF THEOLOGY , TX ,770353602,Private-Nonprofit, $-   , -   , $-   ,16
2320500, ROYAL NORTHERN COLLEGE OF MUSIC ,,M13 9RD,Foreign-Public,1167.00, -   ,667.00,1
2320800, MAGNOLIA COLLEGE OF COSMETOLOGY , MS ,392065602,Proprietary,142777.00,50,127365.00, -   
2320900, TIDEWATER TECH , VA ,235021747,Proprietary,294696.00,105,464251.00, -   
2321400, TONI&GUY HAIRDRESSING ACADEMY , GA ,300623667,Proprietary,80486.00,39,117626.00, -   
2323000, BIBLICAL THEOLOGICAL SEMINARY , PA ,194402421,Private-Nonprofit, $-   , -   , $-   ,12
2323300, PROFESSIONALS CHOICE HAIR DESIGN ACADEMY , IL ,604356434,Proprietary,26295.00,8,25086.00, -   
2323700, PAT WILSON'S BEAUTY COLLEGE , KY ,424204241,Proprietary,32500.00,9,50323.00, -   
2324500, MICHIGAN COLLEGE OF BEAUTY-MONROE , MI ,481613901,Proprietary,49671.00,20,57001.00, -   
2325100, KEY COLLEGE , FL ,330043046,Proprietary,39665.00,8,46762.00, -   
2325700, LABARON HAIRDRESSING ACADEMY , MA ,27406031,Proprietary,22750.00,2,33000.00, -   
2325800, LABARON HAIRDRESSING ACADEMY , MA ,23015570,Proprietary,12110.00,6,18062.00, -   
2326000, UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES , TX ,782172503,Proprietary,24439.00,8,10886.00, -   
2326200, KAPLAN CAREER INSTITUTE , TN ,372171342,Proprietary,320992.00,119,473524.00, -   
2326300, FORTIS INSTITUTE , TN ,385014305,Proprietary,561341.00,184,719818.00, -   
2326500, INTERFACE COLLEGE , WA ,992014326,Proprietary,53206.00,18,91119.00, -   
2326800, MERIDIAN COLLEGE , FL ,342408478,Proprietary,155455.00,56,250927.00, -   
2326900, SUNSTATE ACADEMY , FL ,339071415,Proprietary,204954.00,95,189946.00, -   
2328500, MOLER - PICKENS BEAUTY COLLEGE , OH ,450144260,Proprietary,11287.00,7,11052.00, -   
2328900, EMMAUS BIBLE COLLEGE , IA ,520013096,Private-Nonprofit,171562.00,6,134488.00, -   
2329900, FLORIDA INSTITUTE OF ULTRASOUND , FL ,325144913,Proprietary,60351.00,19,74042.00, -   
2330100, PIONEER PACIFIC COLLEGE , OR ,970709950,Proprietary,1298881.00,475,1829350.00, -   
2330300, LEBANON COUNTY CAREER AND TECHNOLOGY CENTER , PA ,170429197,Public,108942.00,41,141619.00, -   
2330500, LAGUNA COLLEGE OF ART AND DESIGN , CA ,926511136,Private-Nonprofit,577785.00,26,514644.00,1
2330600, PENNSYLVANIA GUNSMITH SCHOOL , PA ,152022637,Proprietary,45700.00,9,42801.00, -   
2330800, JRMC SCHOOL OF NURSING , AR ,716036301,Private-Nonprofit,103197.00,33,124919.00, -   
2330900, IOWA SCHOOL OF BEAUTY , IA ,501584438,Proprietary,32886.00,11,32565.00, -   
2331000, MARYLAND BEAUTY ACADEMY OF ESSEX , MD ,212242148,Proprietary,50260.00,16,52483.00, -   
2331200, BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY , TX ,757665407,Private-Nonprofit,10688.00, -   ,8425.00, -   
2331300, INTERACTIVE COLLEGE OF TECHNOLOGY , TX ,775021201,Proprietary,64797.00,17,34262.00, -   
2331400, NORTHWEST HAIR ACADEMY , WA ,982733810,Proprietary,79867.00,18,93142.00, -   
2332200, HAIR PROFESSIONALS CAREER COLLEGE , IL ,601783164,Proprietary,37953.00,15,51730.00, -   
2332800, CENTER FOR EMPLOYMENT TRAINING , CA ,951102940,Private-Nonprofit,1048716.00,300,805784.00, -   
2333000, HAIR ACADEMY , MD ,207843002,Proprietary,274339.00,126,283712.00, -   
2334300, EMPIRE BEAUTY SCHOOL , OH ,452393926,Proprietary,111350.00,50,126450.00, -   
2334400, CENTURA COLLEGE , VA ,234527431,Proprietary,1474419.00,394,2238020.00, -   
2335100, UNIVERSITY OF CAMBRIDGE - TRINITY HALL ,,CB2   1TJ,Foreign-Public, $-   , -   , $-   ,1
2335500, THEOLOGICAL UNIVERSITY OF THE CARIBBEAN , PR ,9780901,Private-Nonprofit,115275.00,1,4750.00, -   
2335700, BATON ROUGE GENERAL MEDICAL CENTER , LA ,708063889,Private-Nonprofit,85917.00,42,154965.00, -   
2335900, VOLUNTEER BEAUTY ACADEMY , TN ,372093033,Proprietary,13907.00,6,20750.00, -   
2336300, KNOX COUNTY CAREER CENTER , OH ,430504298,Public,133028.00,26,173419.00, -   
2336700, CUYAHOGA VALLEY CAREER CENTER , OH ,441411296,Public,74340.00,27,51594.00, -   
2337200, PJ'S COLLEGE OF COSMETOLOGY , KY ,421013759,Proprietary,172203.00,66,257885.00, -   
2337400, BANCROFT SCHOOL OF MASSAGE THERAPY , MA ,16044614,Proprietary,9800.00,6,20400.00, -   
2337700, PROFESSIONAL SKILLS INSTITUTE , OH ,435372901,Proprietary,327716.00,69,463705.00, -   
2337900, COLLEGE OF HAIR DESIGN CAREERS , OR ,973011952,Proprietary,44580.00,14,61537.00, -   
2338200, BAY STATE SCHOOL OF TECHNOLOGY , MA ,20212358,Proprietary,108676.00,28,95719.00, -   
2338500, GLENDALE CAREER COLLEGE , CA ,912031207,Proprietary,285268.00,139,376402.00, -   
2338600, CHARZANNE BEAUTY COLLEGE , SC ,296498520,Proprietary,18552.00,4,16736.00, -   
2338700, MARINELLO SCHOOL OF BEAUTY , CA ,941031600,Proprietary,490641.00,181,435058.00, -   
2338800, EMILY CARR UNIVERSITY OF ART AND DESIGN ,,V6H   3R9,Foreign-Public,53950.00, -   ,72113.00, -   
2338900, UNIVERSITY FOR THE CREATIVE ARTS ,,GU9 7DS,Foreign-Public,5000.00,1,5000.00, -   
2339400, ROB ROY ACADEMY , MA ,27462114,Proprietary,15750.00,2,20828.00, -   
2339600, ROGERS ACADEMY OF HAIR DESIGN , IN ,477125823,Proprietary,71451.00,16,23775.00, -   
2339700, ROSS MEDICAL EDUCATION CENTER , MI ,481167402,Proprietary,937534.00,251,1202673.00, -   
2339800, SOUTHERN INSTITUTE OF COSMETOLOGY , TN ,381183231,Proprietary,28155.00,7,24310.00, -   
2340500, ST. LOUIS COLLEGE OF HEALTH CAREERS , MO ,631101511,Proprietary,677513.00,194,1030076.00, -   
2340700, LABARON HAIRDRESSING ACADEMY , KS ,662043625,Proprietary,6542.00,2,7733.00, -   
2340800, PAUL MITCHELL THE SCHOOL LEXINGTON , KY ,405141545,Proprietary,189474.00,47,259384.00, -   
2341000, FORTIS COLLEGE , AL ,366092012,Proprietary,1285054.00,393,1579779.00, -   
2341100, KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS , SC ,292107306,Proprietary,184620.00,57,244391.00, -   
2341300, PALO ALTO COLLEGE , TX ,782242499,Public,666592.00,65,656781.00, -   
2341700, CAREER ACADEMY OF HAIR DESIGN , AR ,727647128,Proprietary,141762.00,54,186013.00, -   
2342400, ACADEMY OF RADIO & TV BROADCASTING , CA ,926473809,Proprietary,49000.00,16,76170.00, -   
2342700, FORTIS COLLEGE , VA ,235024101,Proprietary,1071599.00,366,1500366.00, -   
2343400, BELLUS ACADEMY , CA ,920644633,Proprietary,437047.00,143,510695.00, -   
2343800, MONTGOMERY BEAUTY SCHOOL , MD ,209013905,Proprietary,59017.00,23,57179.00, -   
2344100, ROSEBURG BEAUTY COLLEGE , OR ,974703112,Proprietary,28432.00,9,35992.00, -   
2346200, WYOTECH , FL ,321741010,Proprietary,434312.00,187,643691.00, -   
2347100, NEW ENGLAND SCHOOL OF COMMUNICATIONS , ME ,44012999,Private-Nonprofit,691452.00,14,679107.00, -   
2348500, LAMAR STATE COLLEGE - PORT ARTHUR , TX ,776406604,Public,671875.00,84,795520.00, -   
2349200, HEADMASTERS SCHOOL OF HAIR DESIGN , ID ,835011834,Proprietary,39750.00,4,27585.00, -   
2349400, ALVAREITA'S COLLEGE OF COSMETOLOGY , IL ,620352471,Proprietary,40661.00,12,56478.00, -   
2350100, WESTERN AREA CAREER & TECHNOLOGY CENTER , PA ,153171445,Public,78755.00,26,98203.00, -   
2350200, INDIANA COUNTY TECHNOLOGY CENTER , PA ,157011465,Public,67569.00,23,103304.00, -   
2351500, WILLOUGHBY EASTLAKE SCHOOL OF PRACTICAL NURSING , OH ,440952604,Public,75700.00,27,128268.00, -   
2351700, PAUL MITCHELL THE SCHOOL - LOUISVILLE , KY ,402220000,Proprietary,148316.00,58,186309.00, -   
2351800, UNIVERSIDAD IBEROAMERICANA (UNIBE) ,,0,Foreign-Private,38750.00,18,41500.00,58
2351900, KAPLAN COLLEGE , CA ,958217012,Proprietary,540489.00,185,698160.00, -   
2352100, UNIVERSITY OF PLYMOUTH ,,PL4 8AA,Foreign-Public,1833.00, -   ,2333.00, -   
2352200, LE CORDON BLEU COLLEGE OF CULINARY ARTS IN CHICAGO , IL ,606103050,Proprietary,913643.00,297,1348439.00, -   
2352800, POLARIS CAREER CENTER - ADULT EDUCATION DEPARTMENT , OH ,441303375,Public,123155.00, -   ,206629.00, -   
2353100, NORTHERN TIER CAREER CENTER , PA ,188488095,Public,59596.00,2,77797.00, -   
2354200, SCIOTO COUNTY CAREER TECHNICAL CENTER , OH ,456480000,Public,105013.00,40,108424.00, -   
2356600, CHARLESTON COSMETOLOGY INSTITUTE , SC ,294207319,Proprietary,43500.00,14,31410.00, -   
2357700, PAUL MITCHELL THE SCHOOL , TX ,770433412,Proprietary,196185.00,56,300054.00, -   
2358000, THOMAS AQUINAS COLLEGE , CA ,930609622,Private-Nonprofit,455442.00,2,93136.00, -   
2358200, LAMAR STATE COLLEGE - ORANGE , TX ,776305899,Public,894219.00,62,938662.00, -   
2358500, BON SECOURS ST MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING , VA ,232274612,Private-Nonprofit,35750.00, -   ,36530.00, -   
